"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"MOB-234","Mobile-Specific Testing","Register (/register)","MOB_noFixedOverflow","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-235","Mobile-Specific Testing","Register (/register)","MOB_scrollVerticalOnly","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-236","Mobile-Specific Testing","Register (/register)","MOB_headingPresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-237","Mobile-Specific Testing","Register (/register)","MOB_interactivePresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-238","Mobile-Specific Testing","Register (/register)","MOB_noJsError","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-239","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_noHorizontalScroll","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-240","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_contentFitsWidth","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-241","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_tapTargetsButtons","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-242","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_tapTargetsLinks","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-243","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_textReadable","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-244","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_imagesResponsive","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-245","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_rootMounted","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-246","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_bodyRendered","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-247","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_viewportWidthRespected","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-248","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_noFixedOverflow","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-249","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_scrollVerticalOnly","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-250","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_headingPresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-251","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_interactivePresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-252","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_noJsError","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-253","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_noHorizontalScroll","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-254","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_contentFitsWidth","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-255","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_tapTargetsButtons","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-256","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_tapTargetsLinks","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-257","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_textReadable","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-258","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_imagesResponsive","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-259","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_rootMounted","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-260","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_bodyRendered","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-261","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_viewportWidthRespected","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-262","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_noFixedOverflow","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-263","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_scrollVerticalOnly","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-264","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_headingPresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-265","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_interactivePresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-266","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_noJsError","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-267","Mobile-Specific Testing","StudentDashboard (/student)","MOB_noHorizontalScroll","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-268","Mobile-Specific Testing","StudentDashboard (/student)","MOB_contentFitsWidth","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-269","Mobile-Specific Testing","StudentDashboard (/student)","MOB_tapTargetsButtons","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-270","Mobile-Specific Testing","StudentDashboard (/student)","MOB_tapTargetsLinks","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-271","Mobile-Specific Testing","StudentDashboard (/student)","MOB_textReadable","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-272","Mobile-Specific Testing","StudentDashboard (/student)","MOB_imagesResponsive","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-273","Mobile-Specific Testing","StudentDashboard (/student)","MOB_rootMounted","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-274","Mobile-Specific Testing","StudentDashboard (/student)","MOB_bodyRendered","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-275","Mobile-Specific Testing","StudentDashboard (/student)","MOB_viewportWidthRespected","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-276","Mobile-Specific Testing","StudentDashboard (/student)","MOB_noFixedOverflow","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-277","Mobile-Specific Testing","StudentDashboard (/student)","MOB_scrollVerticalOnly","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-278","Mobile-Specific Testing","StudentDashboard (/student)","MOB_headingPresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-279","Mobile-Specific Testing","StudentDashboard (/student)","MOB_interactivePresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-280","Mobile-Specific Testing","StudentDashboard (/student)","MOB_noJsError","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-281","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_noHorizontalScroll","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-282","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_contentFitsWidth","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-283","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_tapTargetsButtons","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-284","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_tapTargetsLinks","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-285","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_textReadable","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-286","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_imagesResponsive","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-287","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_rootMounted","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-288","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_bodyRendered","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-289","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_viewportWidthRespected","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-290","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_noFixedOverflow","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-291","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_scrollVerticalOnly","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-292","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_headingPresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-293","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_interactivePresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-294","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_noJsError","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-295","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_noHorizontalScroll","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-296","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_contentFitsWidth","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-297","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_tapTargetsButtons","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-298","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_tapTargetsLinks","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-299","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_textReadable","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-300","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_imagesResponsive","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-301","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_rootMounted","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-302","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_bodyRendered","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-303","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_viewportWidthRespected","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-304","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_noFixedOverflow","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-305","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_scrollVerticalOnly","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-306","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_headingPresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-307","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_interactivePresent","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-308","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_noJsError","Automated — Playwright / Firefox","Firefox (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-309","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_noHorizontalScroll","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-310","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_contentFitsWidth","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-311","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_tapTargetsButtons","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-312","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_tapTargetsLinks","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-313","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_textReadable","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-314","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_imagesResponsive","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-315","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_rootMounted","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-316","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_bodyRendered","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-317","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_viewportWidthRespected","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-318","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_noFixedOverflow","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-319","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_scrollVerticalOnly","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-320","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_headingPresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-321","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_interactivePresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-322","Mobile-Specific Testing","ParentDashboard (/parent)","MOB_noJsError","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-323","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_noHorizontalScroll","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-324","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_contentFitsWidth","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-325","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_tapTargetsButtons","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-326","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_tapTargetsLinks","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-327","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_textReadable","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-328","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_imagesResponsive","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-329","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_rootMounted","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-330","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_bodyRendered","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-331","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_viewportWidthRespected","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-332","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_noFixedOverflow","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-333","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_scrollVerticalOnly","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-334","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_headingPresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-335","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_interactivePresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-336","Mobile-Specific Testing","TeacherDashboard (/teacher)","MOB_noJsError","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-337","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_noHorizontalScroll","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-338","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_contentFitsWidth","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-339","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_tapTargetsButtons","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-340","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_tapTargetsLinks","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-341","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_textReadable","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-342","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_imagesResponsive","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-343","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_rootMounted","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-344","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_bodyRendered","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-345","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_viewportWidthRespected","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-346","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_noFixedOverflow","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-347","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_scrollVerticalOnly","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-348","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_headingPresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-349","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_interactivePresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-350","Mobile-Specific Testing","AdminDashboard (/admin)","MOB_noJsError","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-351","Mobile-Specific Testing","StudentDashboard (/student)","MOB_noHorizontalScroll","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-352","Mobile-Specific Testing","StudentDashboard (/student)","MOB_contentFitsWidth","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-353","Mobile-Specific Testing","StudentDashboard (/student)","MOB_tapTargetsButtons","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-354","Mobile-Specific Testing","StudentDashboard (/student)","MOB_tapTargetsLinks","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-355","Mobile-Specific Testing","StudentDashboard (/student)","MOB_textReadable","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-356","Mobile-Specific Testing","StudentDashboard (/student)","MOB_imagesResponsive","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
